Data Bencana,,,,,,,,,,,,,,,
No.,Kode Identitas Bencana,ID Kabupaten,Tanggal Kejadian,Kejadian,Lokasi,Kabupaten,Provinsi,Kronologi & Dokumentasi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Rumah Terendam,Fasum Rusak
4533,3603 101 2021 08 10 1,3603,10/08/2021,BANJIR,"Kec. Legok, Ds. Bojongkamal",TANGERANG,BANTEN,Dokumentasi,Akibat hujan dengan intensitas tinggi disertai meluapnya sungai Cimanceuri,0,0,0,0,150,0
4534,3202 101 2021 08 10 1,3202,10/08/2021,BANJIR,Kec. Cicurug Ds. Cisaat,SUKABUMI,JAWA BARAT,Dokumentasi,● Hujan deras yang mengguyur dari pukul 15.30 WIB menyebabkan banjir bandang di aliran sungai cigobang dan menyebabkan sal.irigasi jebol,0,0,0,0,0,0
4535,3602 101 2021 08 9 1,3602,09/08/2021,BANJIR,Kec. Rangkasbitung ● Kec. Cibadak ● Kec. Kalanganyar ● Kec. Warunggunung ● Kec. Cikulur ● Kec. Lebak Gedong,LEBAK,BANTEN,Dokumentasi,"● Akibat hujan dengan intensitas tinggi yang terjadi hari Senin, 09 Agustus 2021, Pkl. 17:30 WIB s.d 20:00 WIB sehingga mengakibatkan terjadinya luapan sungai Ciberang",0,0,0,3,1259,3
4536,1502 101 2021 08 9 1,1502,09/08/2021,BANJIR,"KEC. Bangko KEL. Desa Danau, Desa AurBerduri, Desa Sungai Ulak",MERANGIN,JAMBI,Dokumentasi,,0,0,0,0,40,0
4537,3201 101 2021 08 9 1,3201,09/08/2021,BANJIR,Kec. Parung Panjang - Ds. Dago - Ds. Kabasiran - Ds. Cibunar - Ds.Lumpang - Ds. Gintung Cilejet ● Kec. Cigudeg - Ds. Rengas Jaja,BOGOR,JAWA BARAT,Dokumentasi,Akibat hujan dengan intensitas tinggi dan berangsur lama sehingga mengakibatkan meluapnya aliran kali Manceri,0,0,0,1,56,3
4538,3604 101 2021 08 9 1,3604,09/08/2021,BANJIR,Kec. Baros Ds. Baros Ds. Panyirapan Ds. Sukamanah Kec. Pabuaran Ds. Kadubeureum,SERANG,BANTEN,Dokumentasi,"● Akibat hujan dengan intensitas tinggi, mengakibatkan meluapnya air dari irigasi yang merendam beberapa rumah warga pada hari senin, 9 Agustus 2021 Pkl. 22.30 WIB",0,0,0,0,63,0
4539,7210 101 2021 08 8 1,7210,08/08/2021,BANJIR,Palolo,SIGI,SULAWESI TENGAH,Dokumentasi,,0,0,0,11,0,0
4540,7206 101 2021 08 8 1,7204,08/08/2021,BANJIR,"Baolan, Ogodeide",TOLI-TOLI,SULAWESI TENGAH,Dokumentasi,,0,0,0,0,0,0
4541,1771 101 2021 08 8 1,1771,08/08/2021,BANJIR,Kec. Ratu Samban Kel. Belakang Pondok,KOTA BENGKULU,BENGKULU,Dokumentasi,"● Akibat curah hujan yang tinggi pada hari Minggu, 08 Agustus 2021, Pkl. 20:30 WIB dan disertai drainase yang kecil dan ada tumpukan sampah",0,0,0,0,2,0
4542,7206 101 2021 08 8 1,7204,08/08/2021,BANJIR,Kec. Ogodeide,TOLI-TOLI,SULAWESI TENGAH,Dokumentasi,,0,0,0,0,0,0
4543,7403 101 2021 08 6 1,7402,06/08/2021,BANJIR,"Kec. Anggalomoare, Ds. Puusawah Jaya, Kec. Unaaha, Kel. Tuoy, Kel. Unaaha, Kec. Wawotobi, Kel. Ranoeya,",KONAWE,SULAWESI TENGGARA,Dokumentasi,,0,0,0,0,0,0
4544,7322 101 2021 08 6 1,7322,06/08/2021,BANJIR,"Kec. Sukamaju Selatan : Ds. Harapan Kec. Bone Bone : Dusun. Lemahabang, Dusun. Legoksari",LUWU UTARA,SULAWESI SELATAN,Dokumentasi,"Akibat curah hujan dengan intensitas tinggi dan menyebabkan meluapnya Sungai Lampuawa, Sungai Uraso di Kec. Sukamaju Selatan dan sungai Lamoa Kec. Bone Bone pada hari Jumat, 06 Agustus 2021, Pkl. 07.00 WITA",0,0,0,0,100,0
4545,8107 101 2021 08 6 1,8105,06/08/2021,BANJIR,Kec. Siwalalat Ds. Atiahu Ds. Naiwel Ahinulin Ds. Abuleta Ds. Sabuai,SERAM BAGIAN TIMUR,MALUKU,Dokumentasi,"● Akibat hujan dengan intensitas tinggi yang terjadi pada hari Kamis, 05 Agustus 2021 sehingga terjadi luapan air dari sungai/kali Wayaiya, Waidala, Fos dan Abuleta pada hari Jumat, 06 Agustus 2021, pkl. 06:00 WIT",0,0,0,0,43,0
4546,3171 101 2021 08 5 1,3174,05/08/2021,BANJIR,"KEC. Pasar Minggu, Jagakarsa",KOTA JAKARTA SELATAN,DKI JAKARTA,Dokumentasi,,0,0,0,0,0,0
4547,3672 101 2021 08 5 1,3672,05/08/2021,BANJIR,Kec. Pulomerak Kel. Tamansari,KOTA CILEGON,BANTEN,Dokumentasi,Hujan intensitas Sedang-Lebat di wilayah Kota Cilegon menyebabkan air sungai meluap ke pemukiman dan Drainase yang tidak berfungsi dengan baik,0,0,0,0,100,0
4548,5103 101 2021 08 5 1,5103,05/08/2021,BANJIR,MENGWI,BADUNG,BALI,Dokumentasi,,0,0,0,1,3,0
4549,7322 101 2021 08 3 1,7322,03/08/2021,BANJIR,Kec. Masamba Kel. Bone Kel. Bone Tua Ds. Laba,LUWU UTARA,SULAWESI SELATAN,Dokumentasi,"Hujan dengan intensitas tinggi dan sedimentasi sungai masamba yang dangkal disertai drainase yang kurang baik pada hari Selasa, 3 Agustus 2021, Pkl. 20.00 WITA",0,0,0,0,100,0
4550,3201 101 2021 08 1 1,3201,01/08/2021,BANJIR,Kec. Bojonggede Ds. Rawa Panjang,BOGOR,JAWA BARAT,Dokumentasi,"● Akibat hujan deras yang cukup lama pada hari Minggu, 01 Agustus 2021, pkl. 15:30 WIB sehingga menyebabkan melimpahnya air pada aliran anak sungai kalibaru yang mengakibatkan luapan air ke pemukiman serta akses jalan Desa dengan TMA 20 cm s.d 50 cm",0,0,0,0,54,0
4551,3201 101 2021 08 1 1,3201,01/08/2021,BANJIR,Kec. Cijeruk Ds. Cibalung,BOGOR,JAWA BARAT,Dokumentasi,● Akibat hujan dengan intensitas deras mengakibatkan tebingan setinggi 4 meter Longsor,0,0,0,1,0,0
4552,3201 101 2021 08 1 1,3201,01/08/2021,BANJIR,KEC BOJONGGEDE,BOGOR,JAWA BARAT,Dokumentasi,,0,0,0,0,15,0
4553,3604 101 2021 08 1 1,3604,01/08/2021,BANJIR,Kec. Baros Ds. Sukamanah Ds. Baros,SERANG,BANTEN,Dokumentasi,● Hujan dengan intensitas tinggi yang mengguyur di Kab. Serang mengakibatkan meluapnya sungai irigasi dan merendam beberapa rumah warga,0,0,0,0,41,0
4554,5311 101 2021 08 1 1,5308,01/08/2021,BANJIR,Kec. Kelimutu Ds. Koenara Ds. Detune,ENDE,NUSA TENGGARA TIMUR,Dokumentasi,● Hujan dengan intensitas tinggi di Kecamatan Kelimutu dan terjadi 2 titik longsoran.,1,0,0,3,0,2
4555,3201 101 2021 08 1 1,3201,01/08/2021,BANJIR,Kec. Bojonggede Kel. Pabuaran,BOGOR,JAWA BARAT,Dokumentasi,"● Akibat hujan deras yang cukup lama pada hari Minggu, 01 Agustus 2021, pkl. 15:30 WIB sehingga menyebabkan melimpahnya air pada aliran anak sungai kalibaru yang mengakibatkan luapan air ke pemukiman serta akses jalan Desa dengan TMA 20 cm s.d 130 cm",0,0,0,0,54,0
4556,3201 101 2021 07 31 1,3201,31/07/2021,BANJIR,"Kec. Cibinong, Kel. Pakansar",BOGOR,JAWA BARAT,Dokumentasi,Hujan deras dan pendangkalan kali menyebabkan aliran Sungai kumpa meluap dan berdampak pada rumah warga di bantaran kali dengan ketinggian ± 1 meter,0,0,0,0,6,0
4557,1275 101 2021 01 18 1,1271,29/07/2021,BANJIR,,KOTA MEDAN,SUMATERA UTARA,Dokumentasi,,0,0,0,0,77,0
4558,7204 101 2021 07 28 1,7202,28/07/2021,BANJIR,Pamona Barat,POSO,SULAWESI TENGAH,Dokumentasi,,0,0,0,6,0,0
4559,7204 101 2021 07 27 1,7202,27/07/2021,BANJIR,Poso Pesisir,POSO,SULAWESI TENGAH,Dokumentasi,,0,0,0,19,0,0
4560,7204 101 2021 07 27 1,7202,27/07/2021,BANJIR,Poso Pesisir Selatan,POSO,SULAWESI TENGAH,Dokumentasi,,0,0,0,1,0,0
4561,7204 101 2021 07 27 1,7202,27/07/2021,BANJIR,Poso Pesisir Selatan,POSO,SULAWESI TENGAH,Dokumentasi,,0,0,0,1,0,0
4562,7208 101 2021 07 24 1,7208,24/07/2021,BANJIR,Parigi Selatan,PARIGI MOUTONG,SULAWESI TENGAH,Dokumentasi,,0,0,0,0,3,0
4563,3301 101 2021 07 21 1,3301,21/07/2021,BANJIR,Kec. Jeruklegi Ds. Jeruklegi Wetan Ds. Sawangan Ds. Prapagan Ds. Brebegan Ds. Jambusari,CILACAP,JAWA TENGAH,Dokumentasi,Hujan intensitas tinggi dari tgl 20 Juli 2021 jam 21.00 WIB sd 21 Juli 2021 jam 08.00 dan menyebabkan Sungai Jambu meluap,0,0,0,0,262,0
4564,3301 101 2022 07 021 1,3301,21/07/2021,BANJIR,Kec. Gandrungmangu Ds. Muktisari,CILACAP,JAWA TENGAH,Dokumentasi,"● Tim dari Balai PSDA Serayu Citanduy melakukan pengecekan kondisi bangunan area irigasi BTW pada bulan Maret 2022 dan terdeteksi adanya kerusakan pada dinding bangunan dan kebocoran ● Tanggul dinding irigasi BTW mengalami erosi dan jebol dengan kerusakan Lebar 4 x 10 x 6 m pada Kamis, 21 Juli 2022",,,,0,,0
4565,7206 101 2021 07 21 1,7204,21/07/2021,BANJIR,Baolan,TOLI-TOLI,SULAWESI TENGAH,Dokumentasi,,0,0,0,0,10,0
4566,3218 101 2021 07 21 1,3218,21/07/2021,BANJIR,Kec. Cigugur Ds. Cimindi Ds. Bunisari,PANGANDARAN,JAWA BARAT,Dokumentasi,hujan dengan intensitas tinggi disertai angin kencang,0,0,0,0,15,0
4567,7404 101 2021 07 18 1,7401,18/07/2021,BANJIR,"Kec. Watubangga, Kel. Watubangga",KOLAKA,SULAWESI TENGGARA,Dokumentasi,"Akibat curah hujan dengan intensitas sedang hingga lebat yang mengguyur di wilayah Kabupaten Kolaka dan menyebabkan meluapnya Sungai Peoho serta tidak berfungsinya saluran drainase pada hari Minggu, 18 Juli 2021 Pukul 09.00 WITA.",0,0,0,0,103,0
4568,6210 101 2021 07 17 1,6211,17/07/2021,BANJIR,Kec. Banama Tingang Ds. Hanua,PULANG PISAU,KALIMANTAN TENGAH,Dokumentasi,• Hujan dengan intensitas sedang hingga lebat di wilayah Kab. Pulang Pisau dan menyebabkan meluapnya debit air.,0,0,0,0,84,0
4569,7317 101 2021 07 17 1,7317,17/07/2021,BANJIR,"Kec Larompong, Kec Suli, Kec Larompong Selatan",LUWU,SULAWESI SELATAN,Dokumentasi,Intensitas curah hujan yg tinggi,0,0,0,1,140,0
4570,7313 101 2021 07 17 1,7313,17/07/2021,BANJIR,Kec. Tempe Kel. Salomenraleng Kel. Laelo Kec. Pammana Ds. Pallawarukka Kec. Maniangpajo Kel. Anabanua Kec. Sabbangparu Desa Tadangpalie Kec. Takkalalla Desa. Soro,WAJO,SULAWESI SELATAN,Dokumentasi,"• Akibat Hujan dengan intensitas sedang hingga deras, mengakibatkan meluapnya air Sungai Walennae serta tingginya debit air dari hulu Sungai yang bermuara di Danau Tempe.",0,0,0,0,2101,0
4571,7305 101 2021 07 17 1,7305,17/07/2021,BANJIR,"Kec Polobangkeng Utara, Kec Polobangkeng Selatan, Kec Pattalassang",TAKALAR,SULAWESI SELATAN,Dokumentasi,Curah hujan yg tinggi,0,0,0,0,25,0
4572,7171 101 2021 07 16 1,7171,16/07/2021,BANJIR,Kec. Tikala Kel. Paal IV Kel. Taas Kel. Tikala Kel. Banjer Kec. Wanea Kel. Karombasan Utara Kel. Karombasan Selatan Kec. Paal Dua Kel. Malendeng Kel. Paal Dua Kec. Malalayang Kel. Bahu Kel. Malalayang Kec. Singkil Kel. Ternate Baru Kel. Ketang Baru Kel. Ternate Tanjung Kel. Karame Kec. Sario Kel. Titiwungan Selatan Kel. Sario Utara Kel. Ranotana Kec. Wenang Kel. Mahakeret Timur,KOTA MANADO,SULAWESI UTARA,Dokumentasi,• Akibat hujan dengan intesitas tinggi,0,0,0,0,71,0
4573,7101 101 2021 07 16 1,7101,16/07/2021,BANJIR,Kec. Bolaang Timur Ds. Lolan II Ds. Lolan Induk Ds. Bantik Ds. Ambang Ds. Ambang ll Kec. Poigar Ds. Nonapan Ds. Nanopan l Ds. Nanopan ll Ds. Solimandungan Ds. Komangaan,BOLAANG MONGONDOW,SULAWESI UTARA,Dokumentasi,• Akibat curah hujan dengan intensitas Tinggi di wilayah Kabupaten Bolaangongondow mengakibatkan tanah longsor panjang 150 m dan tinggi 2 – 4 m.,0,0,0,6,1921,0
4574,7206 101 2021 07 16 1,7204,16/07/2021,BANJIR,Kec. Baolan,TOLI-TOLI,SULAWESI TENGAH,Dokumentasi,,0,0,0,0,0,1
4575,7317 101 2021 07 16 1,7317,16/07/2021,BANJIR,Kec Bua,LUWU,SULAWESI SELATAN,Dokumentasi,Hujan Deras,0,0,0,0,210,0
4576,7211 101 2021 07 16 1,7211,16/07/2021,BANJIR,Kec. Banggai,BANGGAI LAUT,SULAWESI TENGAH,Dokumentasi,,0,0,0,0,1,0
4577,7202 101 2021 07 16 1,7201,16/07/2021,BANJIR,Kec. Luwuk Utara Ds. Salodik Kec. Pagimana Kel. Pagimana Kel. Basabungan,BANGGAI,SULAWESI TENGAH,Dokumentasi,• Akibat intensitas curah hujan yang tinggi,0,0,0,96,8,2
4578,6209 101 2021 07 14 1,6206,15/07/2021,BANJIR,"Kec. Katingan Tengah, Kel. Samba Kahayan, Ds. Samba Danum, Ds. Samba Bakumpai, Ds. Napu Sahur, Ds. Batu Badingding Kec. Sanaman Mantikai, Kel. Kuluk Habuhus, Ds. Tbg. Kaman, Ds. Tbg. Labeho, Ds. Tbg. Manggu, Ds. Kamanto, Ds. Tbg. Kanai, Ds. Tbg. Pangka, Ds. Tbg. Atei, Ds. Rantau Bangkiang, Ds. Dehes Kec. Petak Malai, Ds. Tbg. Habongoi, Ds. Tbg. Jala, Ds. Batu Badak, Ds. Tbg. Tangoi",KATINGAN,KALIMANTAN TENGAH,Dokumentasi,"Akibat hujan dengan intentitas yang tinggi di wilayah Hulu Kecamatan Katingan Tengah dan luapan DAS sungai Samba dan sungai Katingan pada hari Kamis, 15 Juli 2021 Pkl. 08:00 WIB",0,0,0,0,2362,0
4579,7503 101 2021 07 15 1,7504,15/07/2021,BANJIR,"Kec. Dengilo, Ds. Pepaya, Ds. Padengo, Ds. Karangetan, Ds. Hutamoputih Kec. Paguat, Ds. Bumbulan, Ds. Sipayo, Ds. Molamahu, Kel. Pentadu, Kel. Siduan",POHUWATO,GORONTALO,Dokumentasi,"Hujan yang turun secara terus menerus sehingga menyebabkan banjir pada hari Kamis, 15 Juli 2021, Pkl. 22.47 WIB",0,0,0,0,644,2
4580,7206 101 2021 07 15 1,7204,15/07/2021,BANJIR,Kec. Dakopamean,TOLI-TOLI,SULAWESI TENGAH,Dokumentasi,,0,0,0,0,0,1
4581,6104 101 2021 07 14 1,6102,15/07/2021,BANJIR,Kec. Sui Kunyit Ds. Sungai Kunyit Hulu Kec. Anjongan Kel. Anjungan Melancar ( Sudah Surut ) Ds. Anjungan Dalam Ds. Kepayang Kec. Toho Ds. Terap Ds. Sepang Ds. Pak Utan Ds. Toho Hilir Ds. Pak Laheng Kec. Sungai Pinyuh Ds. Galang Ds. Peniraman Ds. S. Purun Kecil Ds. Rasau Kec. Segedong Ds. Peniti Dalam II Ds. Peniti Besar Ds. Peniti Dalam I Ds. purun Bear Ds. Parit Bugis Ds. Sungai Burung Kec. Jongkat Ds. Wajok Hulu,MEMPAWAH,KALIMANTAN BARAT,Dokumentasi,"• hujan dengan intensitas tinggi disertai angin kencang, serta gelobang laut yang cukup tinggi",0,0,0,0,2831,0
4582,6213 101 2021 07 14 1,6212,15/07/2021,BANJIR,Kec. Seribu Riam Ds. Muara Joloi II Kec. Sumber Barito Kel. Tumbang Kunyi Kec. Permata Intan Kel. Tumbang Lahung Kel. Muara Bakanon Ds. Juking Sopan Ds. Berat Kec. Murung Ds .Juking Pajang Kel. Beriwit Kel. Puruk Cahu Seberang Ds. Bahitom Ds. Danau Usung,MURUNG RAYA,KALIMANTAN TENGAH,Dokumentasi,• Intensitas hujan yang turun terus menerus selama 2 hari terakhir.,0,0,0,5,0,0
4583,7403 101 2021 07 15 1,7402,15/07/2021,BANJIR,"Kec. Abuki, Ds. Anggoro, Ds. Unaasi Jaya, Kec. Wawotobi, Kel. Wawotobi, Kel. Hopa-hopa, Kel. Lalosabila, Kec. Lambuya, Ds. Waworaha, Kec. Anggaberi, Ds. Wunduongohi, Kec. Morosi, Ds. Tondowatu, Ds. Paku Jaya, Ds. Tanggobu,",KONAWE,SULAWESI TENGGARA,Dokumentasi,,0,0,0,0,0,0
4584,6207 101 2021 07 14 1,6209,15/07/2021,BANJIR,Kec. Lamandau Ds. Penopa Ds. Karang Taba Kec. Belantikan Raya Kec. Batang Kawa,LAMANDAU,KALIMANTAN TENGAH,Dokumentasi,"• Hujan dengan intensitas tinggi selama 3 hari berturut-turut mengakibatkan sungai Lamandau, Delang & Batang Kawa meluap dan melimpas ke pemukiman penduduk serta jalan lintas pada hari Kamis, 15 Juli 2021, Pkl. 10:30 WIB",0,0,0,0,115,0
4585,7603 101 2021 07 15 1,7603,15/07/2021,BANJIR,"KEC. TABULAHAN( KEL. LAKAHANG, DESA BURANA, DESA LAKAHANG UTAMA)",MAMASA,SULAWESI BARAT,Dokumentasi,,0,0,0,21,0,0
4586,7202 101 2021 07 15 1,7201,15/07/2021,BANJIR,Kec. Luwuk Timur Ds. Pohi Ds. Hunduhon Kec. Pagimana Ds. Pisou,BANGGAI,SULAWESI TENGAH,Dokumentasi,• Akibat intensitas curah hujan yang tinggi • TMA ±1 Meter,0,0,0,0,125,0
4587,6202 101 2021 07 14 1,6202,14/07/2021,BANJIR,kec Antang Kalang Ds. Maya Ds. Puring Ds. Ramei Ds. Ngahan Ds. Kuluk talawang Ds. Tumbang Kalang,KOTAWARINGIN TIMUR,KALIMANTAN TENGAH,Dokumentasi,• Akibat hujan dengan itensitas tinggi,0,0,0,0,129,0
4588,6112 101 2021 07 14 1,6112,14/07/2021,BANJIR,Kecamatan Rasau Jaya Desa Rasau Jaya Umum - Kecamatan Sungai Raya Desa Teluk Kapuas,KUBU RAYA,KALIMANTAN BARAT,Dokumentasi,,0,0,0,0,0,0
4589,6110 101 2021 07 14 1,6110,14/07/2021,BANJIR,"Kec. Tanah Pinoh, Ds. Batu Begigi, Ds. Tanjung Gunung, Ds. Suka maju",MELAWI,KALIMANTAN BARAT,Dokumentasi,"hujan dengan intensitas tinggi, dan dan pasang surut air laut",0,0,0,0,70,0
4590,6108 101 2021 07 14 1,6106,14/07/2021,BANJIR,"Kec. Hulu Gurung Ds. Nanga Yen Ds. Tepuai Ds. Karya Mandiri Ds. Landau Kumpang Ds. Kelakar Ds. Bugang Ds. Simpang Sinara Ds. Sejahtera Mandiri Ds. Simpang Sinara Kec. Silat Hulu Ds. Landau Badai Ds. Landau Rantau Ds. Dangkan Kota Ds. Entibab Ds. Lebak Jemah Ds. Nanga Dangkan Ds. Nanga Luan Ds. Nanga Lungu Ds. Nanga Ngeri Ds. Riam Tapang Ds. Selangkai Ds. Selimu Ds. Entebi Kec. Boyan Tanjung Ds. Nanga Betung Ds. Landau Mentail Ds. Nanga Jemah Ds. Riam Mengelai Ds. Sri Wangi Ds, Nanga Sangan Ds. Tubang Jaya Ds. Boyan Tanjung Ds, Mujan Ds, Pemawan Ds. Karya Maju Ds. Nanga Ret Ds, Nanga Danau Ds. Nanga Boyan Ds. Teluk Geruguk Ds. Delintas Jaya Kec. Pengkadan Ds. Jajang Ds.Mawan Ds Kerangan Panjang Kec. Bunut Hulu Ds. Riam Piang Ds. Semangut Utara Ds. Nanga Semangut Ds. Temuyuk Ds. Landau Apus Ds. Nanga Kelibang Kec. Mentebah Ds. Suka Maju Ds. Tangai Jaya Ds. Tanjung Intan Kec. Silat Hilir Ds. Bongkong",KAPUAS HULU,KALIMANTAN BARAT,Dokumentasi,• hujan dengan intensitas tinggi dengan durasi yang cukup lama,0,0,0,10,3965,0
4591,6111 101 2021 07 14 1,6111,14/07/2021,BANJIR,"Kec. Sukadana Ds. Sutra Ds.Gunung sembilang Ds. Pangkalan buton Ds. Pangpang harapan Ds. Bena wangi Kec. Simpang Hilir Ds, Sei Mata-mata Ds,Pulau Kumbang Ds, Medan Jaya Kec. Teluk Batang Ds. Alur bandung Ds. Teluk batang kota Kec. Pulau maya Dusun. Besar Dusun. Kecil Kec. Sapoti Ds. Telaga urun",KAYONG UTARA,KALIMANTAN BARAT,Dokumentasi,• Akibat hujan dengan intensitas tingi disertai struktur tanah yang labil,1,1,2,1,4452,0
4592,6106 101 2021 07 14 1,6104,14/07/2021,BANJIR,"Kec. Sandai, Ds. Petai Patah, Ds. Muara Jekak, Ds. Istana",KETAPANG,KALIMANTAN BARAT,Dokumentasi,"Hujan dengan intensitas sedang hingga lebat disertai naiknya debit air sungai Pawan pada hari ini Rabu, 14 Juli 2021, pkl. 10:00WIB",0,0,0,0,1791,0
4593,6107 101 2021 07 14 1,6105,14/07/2021,BANJIR,"Kec. Kayan Hulu, Ds. Nanga Masau, Ds. Merah Arai, Ds. Tanah Merah, Ds. Lintang Tambok, Ds. Empakan, Ds. Topan Nanga, Ds. Nanga Tebidah, Ds. Entegong, Ds. Landau Bara, Ds. Kebarau, Ds. Tanjung Bunga, Ds. Emponyang, Ds. Nanga Payak Kec. Kayan Hilir, Ds. S. Buaya, Ds. Neran Baya, Ds. Melingkat, Ds. Kempas Raya, Ds. Buluk Panjang, Ds. Pelaik, Ds. Tanjung Putar, Ds. Nyangkom, Ds. Tuguk, Ds. Landau Beringin, Ds. Lalang Inggar, Ds. Pakak, Ds. Sungai Meraya Kec. Serawai Kec. Dedai",SINTANG,KALIMANTAN BARAT,Dokumentasi,• Akibat curah hujan yang cukup tinggi pada 2 hari yang lalu,0,0,0,0,751,1
4594,1110 101 2021 07 13 1,1111,13/07/2021,BANJIR,Kec. Peudada Ds. Cot Laot,BIREUEN,ACEH,Dokumentasi,• Akibat hujan deras yang melanda Kabupaten Bireuen pada pukul 17.30 WIB SD 20.40 WIB mengakibatkan tebing saluran air Desa Cot Laot ambruk sehingga air mengalir ke Permukiman Desa dan beberapa rumah warga terendam air.,0,0,0,0,8,0
4595,1705 101 2021 07 13 1,1705,13/07/2021,BANJIR,Kec. Semidang Alas Ds. Serian Bandung Ds. Talang Alai Ds. Talang Kemang Ds. Maras Tengah,SELUMA,BENGKULU,Dokumentasi,"• Akibat curah hujan yang tinggi dan luapan air sungai di Desa Serian Bandung, Desa Talang kemang, Desa Talang Alai dan Desa Maras Tengah Kec. Semidang Alas Maras , Kab. Seluma.",0,0,0,0,147,1
4596,8106 101 2021 07 13 1,8106,13/07/2021,BANJIR,Kec. Seram Barat Ds. Piru,SERAM BAGIAN BARAT,MALUKU,Dokumentasi,"Hujan mengguyur Desa Piru Kec. Seram Barat Kab. SBB sejak Selasa, 13 Juli 2021 pukul 14.30 wit s/d pukul 23.30 wit mengakibatkan luapan air naik hingga merendam pemukiman warga.",0,0,0,0,10,0
4597,1208 101 2021 07 13 1,1209,13/07/2021,BANJIR,,ASAHAN,SUMATERA UTARA,Dokumentasi,,0,0,0,0,26,1
4598,6102 101 2021 07 13 1,6107,13/07/2021,BANJIR,Kec. Sungai Raya Ds. Sungai Duri,BENGKAYANG,KALIMANTAN BARAT,Dokumentasi,"• Intensitas curah hujan yang sangat tinggi disertai angin kencang dan gelombang tinggi, secara berturut — turut dalam rentang waktu beberapa hari mulai tanggal 13 juli sampai 14 juli 2021, ditambah air banjir kiriman dari daerah perhuluan sungai yang berdampak terjadinya Banjir di sepanjang wilayah tepian sungai",0,0,0,0,617,8
4599,1705 101 2021 07 12 1,1705,12/07/2021,BANJIR,Kec. Lubuk Sandi Ds. Sakayan Ds. Napal Jumur Ds. Kembang Tanjung,SELUMA,BENGKULU,Dokumentasi,Akibat hujan dengan intensitas tinggi dan meluapnya aliran sungai Dusun Tengah dan tumbuan,0,0,0,0,17,1
4600,7403 101 2021 07 12 1,7402,12/07/2021,BANJIR,"Kec. Wonggeduku, Ds. Langgonawe",KONAWE,SULAWESI TENGGARA,Dokumentasi,,0,0,0,0,0,0
4601,7410 101 2021 07 12 1,7409,12/07/2021,BANJIR,Kec. Andowia Ds. Waworate Ds. Ambake Ds. Puuwonua Ds. Puusuli Ds.Laronanga Kec. Wiwirano Ds. Pondoa Kec. Landawe Ds. Tambakua Kec. Motui Ds. Wawoluri Kec. Lembo Ds. Bungguosu Kec. Sawa Ds. Tudunggano,KONAWE UTARA,SULAWESI TENGGARA,Dokumentasi,• Akibat hujan dengan intesitas tinggi sehingga menyebabkan meluapnya Sungai Anggomate dan jebolnya kolam kegiatan eks. Tambang,0,0,0,4,28,1
4602,7211 101 2021 07 12 1,7211,12/07/2021,BANJIR,Banggai Selatan,BANGGAI LAUT,SULAWESI TENGAH,Dokumentasi,,0,0,0,0,6,0
4603,1219 101 2021 07 12 1,1219,12/07/2021,BANJIR,Kec. Medang Deras Ds. Nenasiam Ds. Sei Buah Keras Kec. Datuk Tanah Datar Ds. Bangun Sari Kec. Talawi Ds. Padang Genting Ds. Benteng Kec. Datuk Lima Puluh Ds. Kuala Gunung Ds. Air Hitam Ds. Cahaya Perdomuan Kec. Sei Balai Ds. Perkebunan Sei Balai Ds. Sukerejo Ds. Suka Ramai Ds. Kwala Sikasim Ds. Perjuangan,BATU BARA,SUMATERA UTARA,Dokumentasi,"• Akibat Curah hujan yang turun dan air kiriman dari kab.asahan dan simalungun dalam beberapa hari terakhir di Kabupaten baru bara dan wilayah hulunya, berdampak tergenangnya wilayah 5 Kecamatan dan 13 desa di kabupaten batu bara.",0,0,0,0,2079,0
4604,7208 101 2021 07 12 1,7208,12/07/2021,BANJIR,Kec. Tomini Desa Ogotomubu Desa Ogotomubu Barat Desa Tilung Desa Ta’aniuge,PARIGI MOUTONG,SULAWESI TENGAH,Dokumentasi,• Akibat hujan terjadi terus menerus sehingga menyebabkan luapan debit air yang tidak mampu di tampung oleh daerah aliran sungai,0,0,0,11,51,0
4605,1708 101 2021 07 12 1,1708,12/07/2021,BANJIR,Kec. Seberang Musi Ds. Air Pesi,KEPAHIANG,BENGKULU,Dokumentasi,,0,0,0,25,0,0
4606,8171 101 2021 07 11 1,8171,11/07/2021,BANJIR,"Kec. : Sirimau, Leitimur Selatan, Baguala, Nusaniwe, Teluk Ambon Kel. : Hative Kecil, Halong, Kuda Mati. Hukurila, Batu Merah, LateriNegeri Lama.Hative Besar, Tihu, Poka, Batu koneng, Batu Meja, Batu Gajah.",KOTA AMBON,MALUKU,Dokumentasi,"hujan dengan intensitas tinggi dan durasi yang cukup lama Pada tanggal 11 Juli 2021, yang mengakibatkan : 1. Longsor pada beberapa titik di kota Ambon 2. Pohon Tumbang Pada Pukul 21.30 Wit, 3. Jembatan ambruk di desa Halong pada pukul 16.05 Wit 4. Banjir Pada Pukul 21.03 Wit di beberapa Desa yang berada di Kota Ambon",0,0,0,0,56,0
4607,7208 101 2021 07 11 1,7208,11/07/2021,BANJIR,Toribulu,PARIGI MOUTONG,SULAWESI TENGAH,Dokumentasi,,0,0,0,0,24,0
